date;in_hospital;indicator;life_expectancy;new_cases;new_deaths;new_tests;new_vaccinations;people_fully_vaccinated;people_vaccinated;total_cases;total_vaccinations
2020-05-05T00:00:00.000Z;12354;Daily ICU occupancy;6.915.527.777.777.770;326336;25658;1149099;0;0;0;15720712;0
2020-05-04T00:00:00.000Z;12978;Daily ICU occupancy;6.915.527.777.777.770;314182;19147;998090;0;0;0;15394376;0
2020-05-03T00:00:00.000Z;13267;Daily ICU occupancy;6.915.527.777.777.770;303679;16173;975101;0;0;0;15080194;0
2020-05-02T00:00:00.000Z;13473;Daily ICU occupancy;6.915.527.777.777.770;323682;25096;1034290;0;0;0;14776515;0
2020-05-01T00:00:00.000Z;13799;Daily ICU occupancy;6.915.527.777.777.770;363812;22790;1250152;0;0;0;14452833;0
2020-04-30T00:00:00.000Z;14350;Daily ICU occupancy;6.914.623.255.813.950;341917;25783;1299879;0;0;0;14089021;0
2020-04-29T00:00:00.000Z;14906;Daily ICU occupancy;6.916.878.504.672.890;316988;29564;1146925;0;0;0;13747104;0
2020-04-28T00:00:00.000Z;15503;Daily ICU occupancy;6.916.878.504.672.890;313515;29040;1035470;0;0;0;13430116;0
2020-04-27T00:00:00.000Z;16082;Daily ICU occupancy;6.916.878.504.672.890;295636;21320;820855;0;0;0;13116601;0
2020-04-26T00:00:00.000Z;16496;Daily ICU occupancy;6.916.878.504.672.890;293715;18196;777331;0;0;0;12820965;0
2020-04-25T00:00:00.000Z;16832;Daily ICU occupancy;6.916.878.504.672.890;345084;25339;887384;0;0;0;12527250;0
2020-04-24T00:00:00.000Z;17210;Daily ICU occupancy;6.916.878.504.672.890;338871;29780;1005570;0;0;0;12182166;0
2020-04-23T00:00:00.000Z;17818;Daily ICU occupancy;6.916.878.504.672.890;347018;30285;876781;0;0;0;11843295;0
2020-04-22T00:00:00.000Z;18359;Daily ICU occupancy;6.916.878.504.672.890;342153;30386;849018;0;0;0;11496277;0
2020-04-21T00:00:00.000Z;18927;Daily ICU occupancy;6.916.878.504.672.890;317975;31754;752957;0;0;0;11154124;0
2020-04-20T00:00:00.000Z;19624;Daily ICU occupancy;6.916.878.504.672.890;316439;26326;648148;0;0;0;10836149;0
2020-04-19T00:00:00.000Z;19641;Daily ICU occupancy;6.916.878.504.672.890;324439;23311;627299;0;0;0;10519710;0
2020-04-18T00:00:00.000Z;20218;Daily ICU occupancy;6.916.878.504.672.890;322507;26778;722974;0;0;0;10195271;0
2020-04-17T00:00:00.000Z;20425;Daily ICU occupancy;6.916.878.504.672.890;372037;37140;764403;0;0;0;9872764;0
2020-04-16T00:00:00.000Z;20868;Daily ICU occupancy;6.916.878.504.672.890;409894;32497;713848;0;0;0;9500727;0
2020-04-15T00:00:00.000Z;21214;Daily ICU occupancy;6.916.878.504.672.890;333483;38187;668709;0;0;0;9090833;0
2020-04-14T00:00:00.000Z;21685;Daily ICU occupancy;6.916.878.504.672.890;364055;30880;603324;0;0;0;8757350;0
2020-04-13T00:00:00.000Z;21978;Daily ICU occupancy;6.916.878.504.672.890;301098;26542;500035;0;0;0;8393295;0
2020-04-12T00:00:00.000Z;22119;Daily ICU occupancy;6.916.878.504.672.890;544141;26148;496112;0;0;0;8092197;0
2020-04-11T00:00:00.000Z;22202;Daily ICU occupancy;6.916.878.504.672.890;316086;27567;653386;0;0;0;7548056;0
2020-04-10T00:00:00.000Z;22418;Daily ICU occupancy;6.916.878.504.672.890;364600;32877;661136;0;0;0;7231970;0
2020-04-09T00:00:00.000Z;22398;Daily ICU occupancy;691.830.985.915.493;371063;35001;632424;0;0;0;6867370;0
2020-04-08T00:00:00.000Z;22447;Daily ICU occupancy;691.830.985.915.493;359091;30273;606127;0;0;0;6496307;0
2020-04-07T00:00:00.000Z;22482;Daily ICU occupancy;691.830.985.915.493;292385;37204;630499;0;0;0;6137216;0
2020-04-06T00:00:00.000Z;22063;Daily ICU occupancy;691.830.985.915.493;315279;26583;463166;0;0;0;5844831;0
2020-04-05T00:00:00.000Z;21685;Daily ICU occupancy;6.917.740.566.037.730;298218;23321;483331;0;0;0;5529552;0
2020-04-04T00:00:00.000Z;21059;Daily ICU occupancy;6.917.471.428.571.420;240230;26780;495981;0;0;0;5227104;0
2020-04-03T00:00:00.000Z;20582;Daily ICU occupancy;6.911.602.870.813.390;367091;28158;574051;0;0;0;4986874;0
2020-04-02T00:00:00.000Z;19524;Daily ICU occupancy;6.911.602.870.813.390;359708;26646;555683;0;0;0;4619783;0
2020-04-01T00:00:00.000Z;16458;Daily ICU occupancy;6.907.432.692.307.690;358625;27579;522987;0;0;0;4260075;0
2020-03-31T00:00:00.000Z;15233;Daily ICU occupancy;6.907.432.692.307.690;337885;21735;360448;0;0;0;3901450;0
2020-03-30T00:00:00.000Z;14099;Daily ICU occupancy;691.804.854.368.932;287200;18901;290655;0;0;0;3563565;0
2020-03-29T00:00:00.000Z;12680;Daily ICU occupancy;6.917.848.780.487.800;253131;16246;346598;0;0;0;3276365;0
2020-03-28T00:00:00.000Z;11945;Daily ICU occupancy;6.920.259.803.921.560;310245;17775;325187;0;0;0;3023234;0
2020-03-27T00:00:00.000Z;10869;Daily ICU occupancy;6.903.562.189.054.720;290295;16278;371884;0;0;0;2712989;0
2020-03-26T00:00:00.000Z;9940;Daily ICU occupancy;6.904.515;282601;14241;321945;0;0;0;2422694;0
2020-03-25T00:00:00.000Z;9116;Daily ICU occupancy;6.904.515;230931;13316;282933;0;0;0;2140093;0
2020-03-24T00:00:00.000Z;8085;Daily ICU occupancy;6.911.253.807.106.590;184644;10934;257969;0;0;0;1909162;0
2020-03-23T00:00:00.000Z;6991;Daily ICU occupancy;691.186.224.489.796;192933;9296;240507;0;0;0;1724518;0
2020-03-22T00:00:00.000Z;6091;Daily ICU occupancy;6.909.041.025.641.020;157849;8009;175636;0;0;0;1531585;0
2020-03-21T00:00:00.000Z;5548;Daily ICU occupancy;690.641.052.631.579;147194;8238;207831;0;0;0;1373736;0
2020-03-20T00:00:00.000Z;4903;Daily ICU occupancy;6.910.898.936.170.210;141251;7123;197766;0;0;0;1226542;0
2020-03-19T00:00:00.000Z;4071;Daily ICU occupancy;6.920.838.888.888.880;125328;5254;225472;0;0;0;1085291;0
2020-03-18T00:00:00.000Z;3465;Daily ICU occupancy;6.911.617.142.857.140;90778;4272;147044;0;0;0;959963;0
2020-03-17T00:00:00.000Z;2395;Daily ICU occupancy;6.908.076.470.588.230;74028;3842;135597;0;0;0;869185;0
2020-03-16T00:00:00.000Z;2121;Daily ICU occupancy;6.904.524.096.385.540;69451;3244;116915;0;0;0;795157;0
2020-03-15T00:00:00.000Z;1863;Daily ICU occupancy;6.913.826.086.956.520;52533;3062;81396;0;0;0;725706;0
2020-03-14T00:00:00.000Z;1634;Daily ICU occupancy;6.929.198.717.948.710;51581;1953;83624;0;0;0;673173;0
2020-03-13T00:00:00.000Z;1416;Daily ICU occupancy;6.976.440.559.440.550;67377;2338;62932;0;0;0;621592;0
2020-03-12T00:00:00.000Z;1226;Daily ICU occupancy;6.952.537.313.432.830;26853;1429;68621;0;0;0;554215;0
2020-03-11T00:00:00.000Z;1079;Daily ICU occupancy;6.945.219.696.969.690;35459;1616;49614;0;0;0;527362;0
2020-03-10T00:00:00.000Z;917;Daily ICU occupancy;6.944.674.603.174.600;22094;1289;40562;0;0;0;491903;0
2020-03-09T00:00:00.000Z;765;Daily ICU occupancy;695.067.741.935.484;19653;876;33292;0;0;0;469809;0
2020-03-08T00:00:00.000Z;677;Daily ICU occupancy;6.938.090.163.934.420;18111;1105;30216;0;0;0;450156;0
2020-03-07T00:00:00.000Z;588;Daily ICU occupancy;6.913.237.288.135.590;18423;469;36538;0;0;0;432045;0
2020-03-06T00:00:00.000Z;481;Daily ICU occupancy;6.908.863.247.863.240;17203;506;45935;0;0;0;413622;0
2020-03-05T00:00:00.000Z;366;Daily ICU occupancy;68.867;12584;417;23919;0;0;0;396419;0
2020-03-04T00:00:00.000Z;310;Daily ICU occupancy;6.861.112.149.532.710;10097;409;36682;0;0;0;383835;0
2020-03-03T00:00:00.000Z;241;Daily ICU occupancy;680.892;11006;325;25884;0;0;0;373738;0
2020-03-02T00:00:00.000Z;176;Daily ICU occupancy;6.784.229.166.666.660;8415;375;17252;0;0;0;362732;0
2020-03-01T00:00:00.000Z;151;Daily ICU occupancy;6.755.139.784.946.230;10209;221;9868;0;0;0;354317;0
2020-02-29T00:00:00.000Z;114;Daily ICU occupancy;6.691.574.712.643.670;7934;288;18119;0;0;0;344108;0
2020-02-28T00:00:00.000Z;72;Daily ICU occupancy;6.587.901.234.567.900;5841;236;29674;0;0;0;336174;0
2020-02-27T00:00:00.000Z;63;Daily ICU occupancy;656.687.012.987.013;5686;177;19919;0;0;0;330333;0
2020-02-26T00:00:00.000Z;36;Daily ICU occupancy;6.521.626.666.666.660;4038;245;16461;0;0;0;324647;0
2020-02-25T00:00:00.000Z;35;Daily ICU occupancy;6.395.705.882.352.940;3519;323;13680;0;0;0;320609;0
2020-02-24T00:00:00.000Z;26;Daily ICU occupancy;6.262.177.419.354.830;2346;644;8201;0;0;0;317090;0
